number,category,confidence,area,version,has_repro,likely_fixed_by_port,summary,html_url
28399,crash,high,cli/startup,1.3.11,yes,yes,Baseline (no-AVX) Windows build panics 'attempt to use null value' at 5ms startup on hypervisor without AVX passthrough,https://github.com/oven-sh/bun/issues/28399
28427,leak,medium,fetch,1.3.11,yes,no,HTTPS fetch polling grows RSS to OOM; bot could not reproduce locally but Windows commenter reproduced 0% release after GC,https://github.com/oven-sh/bun/issues/28427
28451,crash,high,runtime/standalone-executable/tty,1.3.11,yes,no,SIGILL panic when running Bun standalone executable from Git Bash (MINGW64) on Windows; works in PowerShell/CMD,https://github.com/oven-sh/bun/issues/28451
28557,crash,high,napi/test-runner,1.3.11,yes,no,"panic 'A C++ exception occurred' during process teardown after tests pass (ONNX napi module + mock.module + bun:sqlite, macOS-only)",https://github.com/oven-sh/bun/issues/28557
28605,not-memory,high,transpiler/resolver,1.3.11,yes,no,Runtime transpiler ignores nested tsconfig jsxImportSource and falls back to react → module-not-found (not a memory crash),https://github.com/oven-sh/bun/issues/28605
28625,crash,medium,bundler/plugins,1.3.11,yes,yes,Bundler crashes when onResolve plugin appends ?query to .html import path (no backtrace given),https://github.com/oven-sh/bun/issues/28625
28723,crash,high,jsc/bmalloc,1.3.11,yes,no,SIGILL in bmalloc/libpas during JSC init on Xen guest / kernel 6.19.x; taskset -c 0 avoids it,https://github.com/oven-sh/bun/issues/28723
28741,leak,high,fetch/blob/gc,1.3.11,yes,no,Blob/ArrayBuffer backing stores from fetch (and Bun.file/gunzip) not reclaimed after GC; 0% released vs Node 73-99%,https://github.com/oven-sh/bun/issues/28741
28742,not-memory,high,bundler/minifier,1.3.11,yes,no,MinifyRenamer identifier collision gives two symbols same name → runtime TypeError in bundled output (not a Bun crash),https://github.com/oven-sh/bun/issues/28742
28753,crash,high,worker/websocket,1.3.11,yes,no,Worker onUnhandledRejection calls exitAndDeinit() while inside JS execution → JSC assertion !vm().entryScope → SIGABRT,https://github.com/oven-sh/bun/issues/28753
28842,crash,high,jsc/jit,1.3.11,no,no,"Null deref in bmalloc pas_lock during DFG LICM JIT compile on background thread; likely heap corruption elsewhere, no repro",https://github.com/oven-sh/bun/issues/28842
28861,not-memory,high,worker,1.3.11-canary,yes,no,"Worker accepts malformed file://./relative URL instead of throwing (validation gap, no crash)",https://github.com/oven-sh/bun/issues/28861
28911,leak,high,sqlite,1.3.6,yes,no,db.query() with unique SQL text caches prepared statements unboundedly → RSS grows ~40MB/iter → OOM in 1GB container,https://github.com/oven-sh/bun/issues/28911
28917,crash,high,napi/third-party,1.3.11,yes,no,"Stack-overflow segfault in es-git napi finalizer (256k recursive Drop frames) at teardown; reproduces identically in Node — upstream bug, not Bun",https://github.com/oven-sh/bun/issues/28917
28980,not-memory,high,sql/postgres,1.3.11,yes,no,Bun.SQL keys prepared-statement cache on per-param null-pattern → unbounded server-side prepared statements → DB server OOM (Bun process fine),https://github.com/oven-sh/bun/issues/28980
29005,assert,high,install,1.3.11,yes,yes,"Internal assertion failure at install/bin.zig:733 during `bun install --global` on Windows (WinGet-installed bun, ..\ path in createWindowsShim)",https://github.com/oven-sh/bun/issues/29005
29043,not-memory,high,worker,1.3.11-canary,yes,no,"preventDefault() on worker 'error' event ignored; error still propagates and worker exits 1 (spec compliance, no crash)",https://github.com/oven-sh/bun/issues/29043
29083,leak,high,s3,1.3.11,yes,no,Repeated Bun.S3File.arrayBuffer() grows RSS past 1GB to OOM-kill despite Bun.gc(true) every iteration,https://github.com/oven-sh/bun/issues/29083
29112,not-memory,high,tty/node-compat,1.3.12,yes,no,"tty.ReadStream surfaces EAGAIN on O_NONBLOCK pty fd → destroys stream → closes fd → node-pty ioctl gets EBADF (thrown JS error, not a process crash)",https://github.com/oven-sh/bun/issues/29112
29116,not-memory,high,dgram/udp,1.3.12,yes,no,"1.3.12 regression: node:dgram emits ECONNREFUSED on recv as unhandled error → process exits 1 (error-handling regression, not memory)",https://github.com/oven-sh/bun/issues/29116
29145,crash,high,redis/valkey,1.3.12,yes,yes,RedisClient onclose=null then close() → panic 'JavaScript exception thrown but cleared before read' (SIGILL/132),https://github.com/oven-sh/bun/issues/29145
29223,crash,high,napi/libuv-shim,1.3.11-canary.1,yes,no,ffi-napi calls unimplemented uv_thread_self stub → deliberate panic abort,https://github.com/oven-sh/bun/issues/29223
29260,duplicate,high,napi/libuv-shim,1.3.11-canary.1,yes,no,Identical to #29223 — ffi-napi load triggers uv_thread_self unsupported-function panic,https://github.com/oven-sh/bun/issues/29260
29267,leak,medium,http/fetch (Next.js SSR),1.3.12,yes,no,RSS grows unbounded under Next.js SSR concurrent fetch load until SIGTRAP; Node.js handles same load fine,https://github.com/oven-sh/bun/issues/29267
29336,crash,low,runtime (unknown; fetch/spawn/http2 active),1.3.13,no,no,Segfault at 0x0 after ~1h running Claude Code CLI on macOS arm64; bun.report link only,https://github.com/oven-sh/bun/issues/29336
29340,crash,high,napi,1.3.11,yes,no,"Segfault during DuckDB native addon open/query/close loop (teardown), works under Node",https://github.com/oven-sh/bun/issues/29340
29351,assert,high,"bundler/compile (bytecode cache, JSC)",1.3.12,yes,no,std::span __idx<size() assert in JSC::UnlinkedArrayProfile when running bytecode:true compiled binary,https://github.com/oven-sh/bun/issues/29351
29352,crash,high,fs (Windows path conversion),1.3.12,yes,yes,Zig panic 'index out of bounds' in toWPathMaybeDir during fs.existsSync on Windows (path buffer overflow),https://github.com/oven-sh/bun/issues/29352
29368,not-memory,high,install (node_modules layout),1.3.9,yes,no,"Bun's .bun/ isolated-install layout breaks Vite dep optimizer for transitive CJS deps — tooling interop, not crash/leak",https://github.com/oven-sh/bun/issues/29368
29377,crash,medium,"tty/stdin (spawn, clipboard paste)",1.3.13,yes,no,Bus error at mimalloc poison addr 0xBAD4007 when pasting image binary data into stdin under tmux,https://github.com/oven-sh/bun/issues/29377
29412,crash,high,jsc (DFG JIT / bmalloc),1.3.13,no,no,SIGILL in bmalloc pas_utils assert during WTF::Vector<DFG::AbstractValue> resize on JIT thread (Windows baseline),https://github.com/oven-sh/bun/issues/29412
29418,not-memory,high,bake/dev-server (HMR client runtime),1.3.12,yes,no,"HMR client TypeError 'onDispose is not iterable' — JS logic bug (module pushed twice, onDispose nulled between iterations)",https://github.com/oven-sh/bun/issues/29418
29436,hang,medium,udp,1.3.12,yes,no,Bun.udpSocket error callback path enters busy loop pegging CPU at 100%,https://github.com/oven-sh/bun/issues/29436
29458,crash,high,worker (worker_threads/MessagePort),1.3.12,no,no,Null deref (0x40) in SerializedScriptValue::deserialize via receiveMessageOnPort during nest start --watch,https://github.com/oven-sh/bun/issues/29458
29479,needs-repro,low,unknown,1.3.12,no,no,"Screenshot-only crash report; no text trace, no repro, no command shown",https://github.com/oven-sh/bun/issues/29479
29488,crash,low,unknown (BuildCommand per report prefix),1.3.13,no,no,"Segfault at 0x431D45D0; only crash banner + bun.report link, no repro or context",https://github.com/oven-sh/bun/issues/29488
29497,crash,low,windows (USER32.dll in trace),1.3.10,no,no,Segfault at 0x3C on Windows when external game launches while OpenCode/Bun idle in background,https://github.com/oven-sh/bun/issues/29497
29510,oom,medium,runtime (nuxt build),1.3.13,no,no,bun run build (Nuxt 4) OOMs in Docker on 32GB host after upgrading to 1.3.13; --smol doesn't help,https://github.com/oven-sh/bun/issues/29510
29547,crash,high,transpiler/module-loader (RunAsNode),1.3.13,yes,no,Segfault at 0x0 running jscpd CLI via bunx --bun on macOS x64 and Linux baseline (regression in 1.3.13),https://github.com/oven-sh/bun/issues/29547
29689,not-memory,high,node:os,1.3.11,yes,no,os.cpus() throws ERR_SYSTEM_ERROR (not a process crash) on non-contiguous CPU IDs — indexing logic bug in node_os.zig,https://github.com/oven-sh/bun/issues/29689
30010,leak,high,sql (postgres),1.3.13,yes,yes,"PostgresSQLConnection JS wrappers never collected; heapStats count grows ~9k/h linear, RSS +340MB/h → cgroup OOM",https://github.com/oven-sh/bun/issues/30010
30129,assert,high,install,1.3.13,yes,no,Windows createWindowsShim asserts rel_target starts with '..\\'; fails when BUN_INSTALL_BIN and global package store are on different drives (no cross-volume relative path possible),https://github.com/oven-sh/bun/issues/30129
30261,leak,medium,jsc/timers,1.3.14-canary,no,no,"JSC GC pacing in low-pressure idle workload lets Timeout/Uint8Array objects accumulate (RSS creeps); Bun.gc(true) reclaims everything, so it's GC scheduling not a true uncollectable leak",https://github.com/oven-sh/bun/issues/30261
30265,assert,high,net,1.3.10,yes,no,net.createServer().listen() on a busy Windows named pipe hits Internal assertion failure instead of emitting EADDRINUSE error event,https://github.com/oven-sh/bun/issues/30265
30281,crash,high,module-loader/jsc,1.3.14-canary,yes,no,require()-of-ESM importing react + certain @mui submodules aborts with PAC IB trap / SIGABRT — JSC ModuleRegistryEntry assertion fires because moduleRegistryModuleSettled runs twice (sync-replay + stale queue reaction),https://github.com/oven-sh/bun/issues/30281
30286,crash,high,napi/worker,1.3.13,yes,no,Worker exitAndDeinit → NapiEnv::cleanup runs finalizer chain without clearing pending exceptions; next finalizer's napi_create_error fails → napi_fatal_error panic (deterministic at 15 jobs via gitnexus+tree-sitter),https://github.com/oven-sh/bun/issues/30286
30327,crash,medium,windows/runtime-init,1.3.14,yes,no,"Bun segfaults at startup on Windows when Sandboxie injects SbieDll.dll (ntdll hooks); stack is in SbieDll/ntdll/KERNELBASE, root cause unclear",https://github.com/oven-sh/bun/issues/30327
30342,hang,high,http2,1.3.13,yes,no,node:http2 handleSettingsFrame compares new per-stream initialWindowSize against connection-level remoteWindowSize and assigns instead of applying delta (RFC 7540 §6.9.2 violation); queued DATA frames >65535 bytes hang forever,https://github.com/oven-sh/bun/issues/30342
30348,crash,high,worker,1.3.13,yes,yes,postMessage flood to 4 workers whose onmessage handler throws → main-thread segfault at wild pointer 0x7DE000148EFE148 within ~300ms,https://github.com/oven-sh/bun/issues/30348
30415,leak,high,http2/fetch,1.3.13,yes,no,"H2FrameParser.streams hashmap never removes entries on stream close; long-lived pooled http2 session (AWS SDK NodeHttp2Handler) leaks one *Stream per request → ~1GB/hr native RSS growth, JS heap flat",https://github.com/oven-sh/bun/issues/30415
30417,crash,high,buffer,1.3.14-canary,yes,no,"Buffer.prototype.write caches byteLength before stringValue.toString()/parseEncoding coercion; user toString() can detach ArrayBuffer → writeToBuffer writes to nullptr → segfault at 0x0 (TOCTOU, two branches)",https://github.com/oven-sh/bun/issues/30417
30418,crash,low,event-loop/timers,1.3.14,no,no,"One-off segfault at 0x8 inside setImmediate-dispatched JS callback after ~4h mostly-idle session; reporter stress-tested dispatcher (3×10⁹ dispatches) with no repro and concludes fault is in unsymbolicated JS frames, not Bun dispatcher",https://github.com/oven-sh/bun/issues/30418
30421,crash,high,worker,1.3.13,yes,yes,"Tight Worker create+postMessage+await terminate() loop deterministically SIGABRTs on Worker thread after ~100k-900k cycles (macOS arm64); identical bun offset chain every run, related to #28121 queued-lambda lifetime",https://github.com/oven-sh/bun/issues/30421
30425,crash,medium,napi/bunx,1.3.13,yes,no,bunx --bun oxlint@1.63.0 on macOS arm64 dies with SIGILL (exit 132) when loading oxlint's native addon; same package works via node or bunx without --bun,https://github.com/oven-sh/bun/issues/30425
